Region,State,Crop,Season,Year,Area,Production_tons,Yield_tpha,Annual_Rainfall,Total_Rainfall,Fertilizer,Pesticide,Avg_Temp
North East India,Tripura,Other Kharif pulses,Kharif     ,2002,8340.0,5125,0.615,2579.8,300.38000000000005,789547.8,2085.0,25.03166666666667
North East India,Tripura,Potato,Whole Year ,2002,5735.0,112070,18.61,2579.8,300.38000000000005,542932.45,1433.75,25.03166666666667
North East India,Tripura,Rice,Kharif     ,2002,255270.0,602410,2.255,2579.8,300.38000000000005,24166410.9,63817.5,25.03166666666667
North East India,Tripura,Sugarcane,Whole Year ,2002,1150.0,56203,49.5125,2579.8,300.38000000000005,108870.5,287.5,25.03166666666667
North East India,Tripura,Wheat,Rabi       ,2002,919.0,1827,2.0025,2579.8,300.38000000000005,87001.73,229.75,25.03166666666667
North East India,Tripura,other oilseeds,Whole Year ,2002,5003.0,3520,0.695,2579.8,300.38000000000005,473634.01,1250.75,25.03166666666667
North East India,Tripura,Cotton(lint),Kharif     ,2003,1217.0,305,0.2475,2487.9,296.4,120458.66,292.08,24.7
North East India,Tripura,Maize,Kharif     ,2003,2240.0,2150,0.9575,2487.9,296.4,221715.2,537.6,24.7
North East India,Tripura,Moong(Green Gram),Whole Year ,2003,4032.0,2746,0.6775,2487.9,296.4,399087.36,967.68,24.7
North East India,Tripura,Potato,Whole Year ,2003,5665.0,89565,15.6275,2487.9,296.4,560721.7,1359.6,24.7
North East India,Tripura,Rice,Kharif     ,2003,257440.0,616820,2.31,2487.9,296.4,25481411.2,61785.6,24.7
North East India,Tripura,Sugarcane,Whole Year ,2003,1120.0,47510,41.27,2487.9,296.4,110857.6,268.8,24.7
North East India,Tripura,Wheat,Rabi       ,2003,895.0,1810,2.0275,2487.9,296.4,88587.1,214.8,24.7
Other,Mizoram,Cotton(lint),Kharif     ,2004,289.0,975,3.43,2640.8,297.59000000000003,31310.26,60.69,24.799166666666668
Other,Mizoram,Groundnut,Kharif     ,2004,25.0,26,0.926,2640.8,297.59000000000003,2708.5,5.25,24.799166666666668
Other,Mizoram,Maize,Kharif     ,2004,9785.0,18257,2.14125,2640.8,297.59000000000003,1060106.9,2054.85,24.799166666666668
Other,Mizoram,Maize,Rabi       ,2004,719.0,1530,2.61,2640.8,297.59000000000003,77896.46,150.99,24.799166666666668
Other,Mizoram,Masoor,Kharif     ,2004,0.5,0,0.4,2640.8,297.59000000000003,54.17,0.105,24.799166666666668
Other,Mizoram,Masoor,Rabi       ,2004,16.0,12,1.033333333,2640.8,297.59000000000003,1733.44,3.36,24.799166666666668
Other,Mizoram,Moong(Green Gram),Kharif     ,2004,15.0,17,1.13,2640.8,297.59000000000003,1625.1,3.15,24.799166666666668
Other,Mizoram,Moong(Green Gram),Rabi       ,2004,60.0,70,1.18,2640.8,297.59000000000003,6500.4,12.6,24.799166666666668
Other,Mizoram,Rapeseed &Mustard,Kharif     ,2004,135.0,112,0.725,2640.8,297.59000000000003,14625.9,28.35,24.799166666666668
Other,Mizoram,Rapeseed &Mustard,Rabi       ,2004,1606.0,927,0.7,2640.8,297.59000000000003,173994.04,337.26,24.799166666666668
Other,Mizoram,Rice,Kharif     ,2004,57085.0,107660,1.9225,2640.8,297.59000000000003,6184588.9,11987.85,24.799166666666668
Other,Mizoram,Sesamum,Kharif     ,2004,2567.0,1481,0.5725,2640.8,297.59000000000003,278108.78,539.07,24.799166666666668
Other,Mizoram,Soyabean,Kharif     ,2004,1434.0,2745,1.36125,2640.8,297.59000000000003,155359.56,301.14,24.799166666666668
Other,Mizoram,Sunflower,Kharif     ,2004,43.0,24,0.52,2640.8,297.59000000000003,4658.62,9.03,24.799166666666668
Other,Mizoram,Tapioca,Kharif     ,2004,77.0,494,7.08,2640.8,297.59000000000003,8342.18,16.17,24.799166666666668
Other,Mizoram,Tobacco,Whole Year ,2004,468.0,317,0.688571429,2640.8,297.59000000000003,50703.12,98.28,24.799166666666668
Other,Mizoram,Urad,Kharif     ,2004,16.0,18,1.13,2640.8,297.59000000000003,1733.44,3.36,24.799166666666668
Other,Mizoram,Urad,Rabi       ,2004,31.0,56,1.316666667,2640.8,297.59000000000003,3358.54,6.51,24.799166666666668
Other,Mizoram,Wheat,Rabi       ,2004,3.0,4,1.33,2640.8,297.59000000000003,325.02,0.63,24.799166666666668
Other,Mizoram,Cotton(lint),Kharif     ,2006,241.0,151,0.79,2353.0,300.15,30778.11,53.02,25.0125
Other,Mizoram,Maize,Kharif     ,2006,10436.0,20219,1.885,2353.0,300.15,1332781.56,2295.92,25.0125
Other,Mizoram,Maize,Rabi       ,2006,339.0,750,2.106666667,2353.0,300.15,43293.69,74.58,25.0125
Other,Mizoram,Other  Rabi pulses,Rabi       ,2006,2112.0,2790,1.14375,2353.0,300.15,269723.52,464.64,25.0125
Other,Mizoram,Other Kharif pulses,Kharif     ,2006,2944.0,3045,1.02375,2353.0,300.15,375978.24,647.68,25.0125
Other,Mizoram,Potato,Kharif     ,2006,639.0,1652,3.26,2353.0,300.15,81606.69,140.58,25.0125
Other,Mizoram,Rice,Kharif     ,2006,50619.0,25789,0.4525,2353.0,300.15,6464552.49,11136.18,25.0125
Other,Mizoram,Rice,Rabi       ,2006,2232.0,3675,1.58,2353.0,300.15,285048.72,491.04,25.0125
Other,Mizoram,Sugarcane,Whole Year ,2006,1340.0,12188,7.32625,2353.0,300.15,171131.4,294.8,25.0125
Other,Mizoram,Tobacco,Whole Year ,2006,503.0,342,0.676666667,2353.0,300.15,64238.13,110.66,25.0125
Other,Mizoram,other oilseeds,Kharif     ,2006,3610.0,3435,0.97125,2353.0,300.15,461033.1,794.2,25.0125
Other,Mizoram,other oilseeds,Rabi       ,2006,466.0,322,0.648333333,2353.0,300.15,59512.86,102.52,25.0125
Other,Mizoram,Cotton(lint),Kharif     ,2007,87.0,11,0.135,3095.2,297.21,11605.8,13.92,24.7675
Other,Mizoram,Maize,Kharif     ,2007,7153.0,506,0.12375,3095.2,297.21,954210.2,1144.48,24.7675
Other,Mizoram,Maize,Rabi       ,2007,175.0,223,1.22,3095.2,297.21,23345.0,28.0,24.7675
Other,Mizoram,Other  Rabi pulses,Rabi       ,2007,1027.0,1421,1.318333333,3095.2,297.21,137001.8,164.32,24.7675
Other,Mizoram,Other Kharif pulses,Kharif     ,2007,4021.0,1211,0.37375,3095.2,297.21,536401.4,643.36,24.7675
Other,Mizoram,Potato,Kharif     ,2007,330.0,1158,2.625,3095.2,297.21,44022.0,52.8,24.7675
Other,Mizoram,Rice,Kharif     ,2007,54393.0,15501,0.2625,3095.2,297.21,7256026.2,8702.88,24.7675
Other,Mizoram,Rice,Rabi       ,2007,148.0,187,1.264,3095.2,297.21,19743.2,23.68,24.7675
Other,Mizoram,Sugarcane,Whole Year ,2007,883.0,828,4.584285714,3095.2,297.21,117792.2,141.28,24.7675
Other,Mizoram,Tapioca,Kharif     ,2007,63.0,82,1.3,3095.2,297.21,8404.2,10.08,24.7675
Other,Mizoram,Tobacco,Whole Year ,2007,90.0,37,0.6,3095.2,297.21,12006.0,14.4,24.7675
Other,Mizoram,other oilseeds,Kharif     ,2007,3398.0,702,0.2225,3095.2,297.21,453293.2,543.68,24.7675
Other,Mizoram,other oilseeds,Rabi       ,2007,87.0,46,0.56,3095.2,297.21,11605.8,13.92,24.7675
Other,Mizoram,Cotton(lint),Kharif     ,2008,207.0,102,0.468333333,1912.1,295.35,29609.28,18.63,24.6125
Other,Mizoram,Maize,Kharif     ,2008,9173.0,8906,0.9125,1912.1,295.35,1312105.92,825.57,24.6125
Other,Mizoram,Maize,Rabi       ,2008,385.0,412,1.884,1912.1,295.35,55070.4,34.65,24.6125
Other,Mizoram,Other  Rabi pulses,Rabi       ,2008,1370.0,1848,1.504285714,1912.1,295.35,195964.8,123.3,24.6125
Other,Mizoram,Other Kharif pulses,Kharif     ,2008,2561.0,1798,0.8175,1912.1,295.35,366325.44,230.49,24.6125
Other,Mizoram,Potato,Kharif     ,2008,269.0,1569,5.286666667,1912.1,295.35,38477.76,24.21,24.6125
Other,Mizoram,Rice,Kharif     ,2008,51859.0,68637,1.20625,1912.1,295.35,7417911.36,4667.31,24.6125
Other,Mizoram,Rice,Rabi       ,2008,131.0,280,2.555,1912.1,295.35,18738.24,11.79,24.6125
Other,Mizoram,Sugarcane,Whole Year ,2008,1342.0,13696,11.12875,1912.1,295.35,191959.68,120.78,24.6125
Other,Mizoram,Tapioca,Kharif     ,2008,65.0,286,2.646666667,1912.1,295.35,9297.6,5.85,24.6125
Other,Mizoram,Tobacco,Whole Year ,2008,484.0,276,0.49,1912.1,295.35,69231.36,43.56,24.6125
Other,Mizoram,other oilseeds,Kharif     ,2008,2747.0,2184,0.8175,1912.1,295.35,392930.88,247.23,24.6125
Other,Mizoram,other oilseeds,Rabi       ,2008,528.0,330,0.53,1912.1,295.35,75525.12,47.52,24.6125
Other,Mizoram,Cotton(lint),Kharif     ,2009,201.0,129,0.653333333,2086.3,301.35,31319.82,34.17,25.1125
Other,Mizoram,Maize,Kharif     ,2009,8310.0,11136,1.3625,2086.3,301.35,1294864.2,1412.7,25.1125
Other,Mizoram,Maize,Rabi       ,2009,241.0,374,1.61,2086.3,301.35,37552.62,40.97,25.1125
Other,Mizoram,Other  Rabi pulses,Rabi       ,2009,1501.0,3231,2.0375,2086.3,301.35,233885.82,255.17,25.1125
Other,Mizoram,Other Kharif pulses,Kharif     ,2009,2419.0,3248,1.0275,2086.3,301.35,376928.58,411.23,25.1125
Other,Mizoram,Potato,Kharif     ,2009,284.0,2235,7.766666667,2086.3,301.35,44252.88,48.28,25.1125
Other,Mizoram,Rice,Kharif     ,2009,47085.0,65893,1.3175,2086.3,301.35,7336784.7,8004.45,25.1125
Other,Mizoram,Rice,Rabi       ,2009,119.0,238,2.0,2086.3,301.35,18542.58,20.23,25.1125
Other,Mizoram,Sugarcane,Whole Year ,2009,1434.0,12368,8.42375,2086.3,301.35,223445.88,243.78,25.1125
Other,Mizoram,Tapioca,Kharif     ,2009,194.0,1397,10.416,2086.3,301.35,30229.08,32.98,25.1125
Other,Mizoram,Tobacco,Whole Year ,2009,371.0,249,0.582,2086.3,301.35,57809.22,63.07,25.1125
Other,Mizoram,other oilseeds,Kharif     ,2009,2326.0,2727,1.05625,2086.3,301.35,362437.32,395.42,25.1125
Other,Mizoram,other oilseeds,Rabi       ,2009,415.0,261,0.584,2086.3,301.35,64665.3,70.55,25.1125
Other,Arunachal Pradesh,Dry chillies,Whole Year ,1998,1236.0,1582,1.7575,3616.7,296.34,122116.8,358.44,24.695
Other,Arunachal Pradesh,Ginger,Whole Year ,1998,4385.0,31091,4.981818182,3616.7,296.34,433238.0,1271.65,24.695
Other,Arunachal Pradesh,Groundnut,Rabi       ,1998,500.0,400,0.751538462,3616.7,296.34,49400.0,145.0,24.695
Other,Arunachal Pradesh,Maize,Kharif     ,1998,36244.0,47022,1.458461538,3616.7,296.34,3580907.2,10510.76,24.695
Other,Arunachal Pradesh,Oilseeds total,Whole Year ,1998,26481.0,25300,0.955384615,3616.7,296.34,2616322.8,7679.49,24.695
Other,Arunachal Pradesh,Potato,Whole Year ,1998,4846.0,31567,6.744615385,3616.7,296.34,478784.8,1405.34,24.695
Other,Arunachal Pradesh,Rapeseed &Mustard,Rabi       ,1998,20631.0,19630,0.979230769,3616.7,296.34,2038342.8,5982.99,24.695
Other,Arunachal Pradesh,Rice,Kharif     ,1998,115481.0,114116,0.965384615,3616.7,296.34,11409522.8,33489.49,24.695
Other,Arunachal Pradesh,Sesamum,Kharif     ,1998,1360.0,750,0.612,3616.7,296.34,134368.0,394.4,24.695
Other,Arunachal Pradesh,Small millets,Kharif     ,1998,17976.0,15601,0.888333333,3616.7,296.34,1776028.8,5213.04,24.695
Other,Arunachal Pradesh,Soyabean,Kharif     ,1998,2720.0,3390,1.425384615,3616.7,296.34,268736.0,788.8,24.695
Other,Arunachal Pradesh,Sugarcane,Whole Year ,1998,743.0,15032,17.69111111,3616.7,296.34,73408.4,215.47,24.695
Other,Arunachal Pradesh,Sunflower,Kharif     ,1998,435.0,205,0.474615385,3616.7,296.34,42978.0,126.15,24.695
Other,Arunachal Pradesh,Turmeric,Whole Year ,1998,366.0,1199,3.574285714,3616.7,296.34,36160.8,106.14,24.695
Other,Arunachal Pradesh,Wheat,Rabi       ,1998,3660.0,4395,1.166666667,3616.7,296.34,361608.0,1061.4,24.695
Other,Arunachal Pradesh,Dry chillies,Whole Year ,1999,1499.0,1696,1.2625,2338.6,295.92999999999995,159088.87,404.73,24.66083333333333
Other,Arunachal Pradesh,Ginger,Whole Year ,1999,4399.0,34890,5.327272727,2338.6,295.92999999999995,466865.87,1187.73,24.66083333333333
Other,Arunachal Pradesh,Maize,Kharif     ,1999,35637.0,48328,1.516923077,2338.6,295.92999999999995,3782154.81,9621.99,24.66083333333333
Other,Arunachal Pradesh,Oilseeds total,Whole Year ,1999,27748.0,27228,0.943076923,2338.6,295.92999999999995,2944895.24,7491.96,24.66083333333333
Other,Arunachal Pradesh,Potato,Whole Year ,1999,4960.0,32434,6.365833333,2338.6,295.92999999999995,526404.8,1339.2,24.66083333333333
Other,Arunachal Pradesh,Rice,Kharif     ,1999,122740.0,134807,1.097692308,2338.6,295.92999999999995,13026396.2,33139.8,24.66083333333333
Other,Arunachal Pradesh,Small millets,Kharif     ,1999,19800.0,17123,0.876153846,2338.6,295.92999999999995,2101374.0,5346.0,24.66083333333333
Other,Arunachal Pradesh,Sugarcane,Whole Year ,1999,809.0,16219,16.47375,2338.6,295.92999999999995,85859.17,218.43,24.66083333333333
Other,Arunachal Pradesh,Turmeric,Whole Year ,1999,404.0,1473,4.262857143,2338.6,295.92999999999995,42876.52,109.08,24.66083333333333
Other,Arunachal Pradesh,Wheat,Rabi       ,1999,3896.0,5069,1.374166667,2338.6,295.92999999999995,413482.48,1051.92,24.66083333333333
Other,Arunachal Pradesh,Dry chillies,Whole Year ,2000,1317.0,2097,1.815833333,2157.7,294.92,129289.89,342.42,24.576666666666668
Other,Arunachal Pradesh,Ginger,Whole Year ,2000,4774.0,35295,5.773,2157.7,294.92,468663.58,1241.24,24.576666666666668
Other,Arunachal Pradesh,Maize,Kharif     ,2000,38429.0,52297,1.478461538,2157.7,294.92,3772574.93,9991.54,24.576666666666668
Other,Arunachal Pradesh,Oilseeds total,Whole Year ,2000,26301.0,27252,1.003846154,2157.7,294.92,2581969.17,6838.26,24.576666666666668
Other,Arunachal Pradesh,Potato,Whole Year ,2000,5621.0,36743,6.783076923,2157.7,294.92,551813.57,1461.46,24.576666666666668
Other,Arunachal Pradesh,Rice,Kharif     ,2000,118601.0,132690,1.066153846,2157.7,294.92,11643060.17,30836.26,24.576666666666668
Other,Arunachal Pradesh,Small millets,Kharif     ,2000,20149.0,17332,0.905384615,2157.7,294.92,1978027.33,5238.74,24.576666666666668
Other,Arunachal Pradesh,Sugarcane,Whole Year ,2000,811.0,14358,16.885,2157.7,294.92,79615.87,210.86,24.576666666666668
Other,Arunachal Pradesh,Turmeric,Whole Year ,2000,454.0,1872,4.847142857,2157.7,294.92,44569.18,118.04,24.576666666666668
Other,Arunachal Pradesh,Wheat,Rabi       ,2000,4397.0,6226,1.374166667,2157.7,294.92,431653.49,1143.22,24.576666666666668
Other,Arunachal Pradesh,Dry chillies,Whole Year ,2001,1629.0,2128,1.48,2128.5,297.77000000000004,166369.77,423.54,24.81416666666667
Other,Arunachal Pradesh,Ginger,Whole Year ,2001,4613.0,38021,6.304545455,2128.5,297.77000000000004,471125.69,1199.38,24.81416666666667
Other,Arunachal Pradesh,Maize,Kharif     ,2001,38577.0,52511,1.455384615,2128.5,297.77000000000004,3939869.01,10030.02,24.81416666666667
Other,Arunachal Pradesh,Oilseeds total,Whole Year ,2001,27560.0,29307,1.021538462,2128.5,297.77000000000004,2814702.8,7165.6,24.81416666666667
Other,Arunachal Pradesh,Potato,Whole Year ,2001,4646.0,32635,6.809230769,2128.5,297.77000000000004,474495.98,1207.96,24.81416666666667
Other,Arunachal Pradesh,Rice,Kharif     ,2001,119455.0,134621,1.135384615,2128.5,297.77000000000004,12199939.15,31058.3,24.81416666666667
Other,Arunachal Pradesh,Small millets,Kharif     ,2001,19740.0,17851,0.939230769,2128.5,297.77000000000004,2016046.2,5132.4,24.81416666666667
Other,Arunachal Pradesh,Sugarcane,Whole Year ,2001,1036.0,18920,17.73888889,2128.5,297.77000000000004,105806.68,269.36,24.81416666666667
Other,Arunachal Pradesh,Turmeric,Whole Year ,2001,573.0,2094,4.02625,2128.5,297.77000000000004,58520.49,148.98,24.81416666666667
Other,Arunachal Pradesh,Wheat,Rabi       ,2001,3805.0,5341,1.4325,2128.5,297.77000000000004,388604.65,989.3,24.81416666666667
Other,Arunachal Pradesh,Dry chillies,Whole Year ,2002,1608.0,2345,1.555333333,2832.8,300.38000000000005,152229.36,402.0,25.03166666666667
Other,Arunachal Pradesh,Ginger,Whole Year ,2002,4448.0,32332,6.605714286,2832.8,300.38000000000005,421092.16,1112.0,25.03166666666667
Other,Arunachal Pradesh,Maize,Kharif     ,2002,40548.0,55941,1.402,2832.8,300.38000000000005,3838679.16,10137.0,25.03166666666667
Other,Arunachal Pradesh,Oilseeds total,Whole Year ,2002,28494.0,29821,1.007333333,2832.8,300.38000000000005,2697526.98,7123.5,25.03166666666667
Other,Arunachal Pradesh,Potato,Whole Year ,2002,4335.0,30183,6.894,2832.8,300.38000000000005,410394.45,1083.75,25.03166666666667
Other,Arunachal Pradesh,Rice,Kharif     ,2002,124584.0,152500,1.182666667,2832.8,300.38000000000005,11794367.28,31146.0,25.03166666666667
Other,Arunachal Pradesh,Small millets,Kharif     ,2002,21110.0,18811,0.942,2832.8,300.38000000000005,1998483.7,5277.5,25.03166666666667
Other,Arunachal Pradesh,Sugarcane,Whole Year ,2002,798.0,15284,16.57,2832.8,300.38000000000005,75546.66,199.5,25.03166666666667
Other,Arunachal Pradesh,Turmeric,Whole Year ,2002,514.0,2020,4.459090909,2832.8,300.38000000000005,48660.38,128.5,25.03166666666667
Other,Arunachal Pradesh,Wheat,Rabi       ,2002,4114.0,6250,1.481538462,2832.8,300.38000000000005,389472.38,1028.5,25.03166666666667
Other,Arunachal Pradesh,Dry chillies,Whole Year ,2003,1657.0,2430,1.54,2782.2,296.4,164009.86,397.68,24.7
Other,Arunachal Pradesh,Ginger,Whole Year ,2003,4680.0,37177,6.168,2782.2,296.4,463226.4,1123.2,24.7
Other,Arunachal Pradesh,Maize,Kharif     ,2003,38605.0,54510,1.446666667,2782.2,296.4,3821122.9,9265.2,24.7
Other,Arunachal Pradesh,Oilseeds total,Whole Year ,2003,28024.0,28478,0.991333333,2782.2,296.4,2773815.52,6725.76,24.7
Other,Arunachal Pradesh,Potato,Whole Year ,2003,4022.0,29569,7.232666667,2782.2,296.4,398097.56,965.28,24.7
Other,Arunachal Pradesh,Rice,Kharif     ,2003,119205.0,154589,1.201333333,2782.2,296.4,11798910.9,28609.2,24.7
Other,Arunachal Pradesh,Small millets,Kharif     ,2003,22279.0,21326,0.973333333,2782.2,296.4,2205175.42,5346.96,24.7
Other,Arunachal Pradesh,Sugarcane,Whole Year ,2003,738.0,15150,17.09888889,2782.2,296.4,73047.24,177.12,24.7
Other,Arunachal Pradesh,Turmeric,Whole Year ,2003,447.0,1527,3.82125,2782.2,296.4,44244.06,107.28,24.7
Other,Arunachal Pradesh,Wheat,Rabi       ,2003,4150.0,6320,1.511818182,2782.2,296.4,410767.0,996.0,24.7
Other,Arunachal Pradesh,Dry chillies,Whole Year ,2004,2012.0,2640,1.81125,2939.5,297.59000000000003,217980.08,422.52,24.799166666666668
Other,Arunachal Pradesh,Ginger,Whole Year ,2004,4451.0,32877,6.24375,2939.5,297.59000000000003,482221.34,934.71,24.799166666666668
Other,Arunachal Pradesh,Maize,Kharif     ,2004,37800.0,54985,1.495,2939.5,297.59000000000003,4095252.0,7938.0,24.799166666666668
Other,Arunachal Pradesh,Oilseeds total,Whole Year ,2004,27139.0,26281,1.044666667,2939.5,297.59000000000003,2940239.26,5699.19,24.799166666666668
Other,Arunachal Pradesh,Potato,Whole Year ,2004,4217.0,27518,6.794666667,2939.5,297.59000000000003,456869.78,885.57,24.799166666666668
Other,Arunachal Pradesh,Rice,Kharif     ,2004,121642.0,134950,1.080625,2939.5,297.59000000000003,13178694.28,25544.82,24.799166666666668
Other,Arunachal Pradesh,Small millets,Kharif     ,2004,22400.0,21374,0.976875,2939.5,297.59000000000003,2426816.0,4704.0,24.799166666666668
Other,Arunachal Pradesh,Sugarcane,Whole Year ,2004,736.0,14132,15.67090909,2939.5,297.59000000000003,79738.24,154.56,24.799166666666668
Other,Arunachal Pradesh,Turmeric,Whole Year ,2004,505.0,1794,3.795555556,2939.5,297.59000000000003,54711.7,106.05,24.799166666666668
Other,Arunachal Pradesh,Wheat,Rabi       ,2004,4278.0,6652,1.549230769,2939.5,297.59000000000003,463478.52,898.38,24.799166666666668
Other,Arunachal Pradesh,Dry chillies,Whole Year ,2005,2168.0,2646,1.486666667,2767.0,294.92,259986.56,455.28,24.576666666666668
Other,Arunachal Pradesh,Ginger,Whole Year ,2005,4814.0,33326,5.896,2767.0,294.92,577294.88,1010.94,24.576666666666668
Other,Arunachal Pradesh,Maize,Kharif     ,2005,41853.0,57898,1.4125,2767.0,294.92,5019011.76,8789.13,24.576666666666668
Other,Arunachal Pradesh,Oilseeds total,Whole Year ,2005,27566.0,23695,0.955333333,2767.0,294.92,3305714.72,5788.86,24.576666666666668
Other,Arunachal Pradesh,Potato,Whole Year ,2005,3963.0,29838,7.205333333,2767.0,294.92,475242.96,832.23,24.576666666666668
Other,Arunachal Pradesh,Rice,Kharif     ,2005,122267.0,146191,1.16125,2767.0,294.92,14662258.64,25676.07,24.576666666666668
Other,Arunachal Pradesh,Small millets,Kharif     ,2005,22802.0,22376,0.998125,2767.0,294.92,2734415.84,4788.42,24.576666666666668
Other,Arunachal Pradesh,Sugarcane,Whole Year ,2005,878.0,16181,17.00555556,2767.0,294.92,105289.76,184.38,24.576666666666668
Other,Arunachal Pradesh,Turmeric,Whole Year ,2005,427.0,1631,4.232857143,2767.0,294.92,51205.84,89.67,24.576666666666668
Other,Arunachal Pradesh,Wheat,Rabi       ,2005,3976.0,6140,1.589166667,2767.0,294.92,476801.92,834.96,24.576666666666668
Other,Arunachal Pradesh,Dry chillies,Whole Year ,2006,1903.0,2729,1.566875,1940.0,300.15,243032.13,418.66,25.0125
Other,Arunachal Pradesh,Ginger,Whole Year ,2006,5832.0,42821,5.573125,1940.0,300.15,744804.72,1283.04,25.0125
Other,Arunachal Pradesh,Maize,Kharif     ,2006,46281.0,63524,1.439375,1940.0,300.15,5910546.51,10181.82,25.0125
Other,Arunachal Pradesh,Oilseeds total,Whole Year ,2006,32160.0,29265,0.959375,1940.0,300.15,4107153.6,7075.2,25.0125
Other,Arunachal Pradesh,Potato,Whole Year ,2006,3985.0,31689,7.649375,1940.0,300.15,508924.35,876.7,25.0125
Other,Arunachal Pradesh,Rice,Kharif     ,2006,123038.0,144635,1.151875,1940.0,300.15,15713182.98,27068.36,25.0125
Other,Arunachal Pradesh,Small millets,Kharif     ,2006,21708.0,21428,1.003125,1940.0,300.15,2772328.68,4775.76,25.0125
Other,Arunachal Pradesh,Sugarcane,Whole Year ,2006,1030.0,16843,16.362,1940.0,300.15,131541.3,226.6,25.0125
Other,Arunachal Pradesh,Turmeric,Whole Year ,2006,532.0,1965,4.425,1940.0,300.15,67941.72,117.04,25.0125
Other,Arunachal Pradesh,Wheat,Rabi       ,2006,3979.0,6301,1.668461538,1940.0,300.15,508158.09,875.38,25.0125
Other,Arunachal Pradesh,Dry chillies,Whole Year ,2007,2372.0,3634,2.26625,3223.9,297.21,316424.8,379.52,24.7675
Other,Arunachal Pradesh,Ginger,Whole Year ,2007,6305.0,47407,5.950625,3223.9,297.21,841087.0,1008.8,24.7675
Other,Arunachal Pradesh,Maize,Kharif     ,2007,42736.0,57430,1.4625,3223.9,297.21,5700982.4,6837.76,24.7675
Other,Arunachal Pradesh,Oilseeds total,Whole Year ,2007,30749.0,28568,0.9325,3223.9,297.21,4101916.6,4919.84,24.7675
Other,Arunachal Pradesh,Potato,Whole Year ,2007,3843.0,29173,6.91,3223.9,297.21,512656.2,614.88,24.7675
Other,Arunachal Pradesh,Rice,Kharif     ,2007,124029.0,158146,1.225625,3223.9,297.21,16545468.6,19844.64,24.7675
Other,Arunachal Pradesh,Small millets,Kharif     ,2007,22308.0,19425,0.865625,3223.9,297.21,2975887.2,3569.28,24.7675
Other,Arunachal Pradesh,Sugarcane,Whole Year ,2007,1233.0,21754,16.482,3223.9,297.21,164482.2,197.28,24.7675
Other,Arunachal Pradesh,Turmeric,Whole Year ,2007,549.0,2119,4.4425,3223.9,297.21,73236.6,87.84,24.7675
Other,Arunachal Pradesh,Wheat,Rabi       ,2007,3558.0,5294,1.579230769,3223.9,297.21,474637.2,569.28,24.7675
Other,Arunachal Pradesh,Dry chillies,Whole Year ,2008,2320.0,3960,1.874285714,2244.4,295.35,331852.8,208.8,24.6125
Other,Arunachal Pradesh,Ginger,Whole Year ,2008,6356.0,47190,6.07,2244.4,295.35,909162.24,572.04,24.6125
Other,Arunachal Pradesh,Maize,Kharif     ,2008,42897.0,58830,1.459375,2244.4,295.35,6135986.88,3860.73,24.6125
Other,Arunachal Pradesh,Oilseeds total,Whole Year ,2008,31785.0,31016,0.995,2244.4,295.35,4546526.4,2860.65,24.6125
Other,Arunachal Pradesh,Potato,Whole Year ,2008,4063.0,33405,7.076875,2244.4,295.35,581171.52,365.67,24.6125
Other,Arunachal Pradesh,Rice,Kharif     ,2008,126799.0,164538,1.183125,2244.4,295.35,18137328.96,11411.91,24.6125
Other,Arunachal Pradesh,Small millets,Kharif     ,2008,22262.0,18922,0.865,2244.4,295.35,3184356.48,2003.58,24.6125
Other,Arunachal Pradesh,Sugarcane,Whole Year ,2008,1370.0,23439,15.32727273,2244.4,295.35,195964.8,123.3,24.6125
Other,Arunachal Pradesh,Turmeric,Whole Year ,2008,612.0,2375,3.945454545,2244.4,295.35,87540.48,55.08,24.6125
Other,Arunachal Pradesh,Wheat,Rabi       ,2008,3278.0,5169,1.57,2244.4,295.35,468885.12,295.02,24.6125
Other,Arunachal Pradesh,Dry chillies,Whole Year ,2009,2086.0,3499,2.042857143,1701.9,301.35,325040.52,354.62,25.1125
Other,Arunachal Pradesh,Ginger,Whole Year ,2009,6401.0,49663,6.3375,1701.9,301.35,997403.82,1088.17,25.1125
Other,Arunachal Pradesh,Maize,Kharif     ,2009,43630.0,60144,1.47875,1701.9,301.35,6798426.6,7417.1,25.1125
Other,Arunachal Pradesh,Oilseeds total,Whole Year ,2009,121468.0,215842,1.679375,1701.9,301.35,18927143.76,20649.56,25.1125
Other,Arunachal Pradesh,Potato,Whole Year ,2009,4235.0,36449,7.4525,1701.9,301.35,659897.7,719.95,25.1125
Other,Arunachal Pradesh,Rice,Kharif     ,2009,121468.0,143893,1.12,1701.9,301.35,18927143.76,20649.56,25.1125
Other,Arunachal Pradesh,Small millets,Kharif     ,2009,21373.0,18391,0.866875,1701.9,301.35,3330340.86,3633.41,25.1125
Other,Arunachal Pradesh,Sugarcane,Whole Year ,2009,1476.0,27145,16.791,1701.9,301.35,229990.32,250.92,25.1125
Other,Arunachal Pradesh,Turmeric,Whole Year ,2009,626.0,2556,4.01,1701.9,301.35,97543.32,106.42,25.1125
Other,Arunachal Pradesh,Wheat,Rabi       ,2009,3170.0,4770,1.59,1701.9,301.35,493949.4,538.9,25.1125
Other,Arunachal Pradesh,Dry chillies,Whole Year ,2010,2221.0,3648,1.90375,2574.1,302.27,368930.31,533.04,25.189166666666665
