Region,State,Crop,Season,Year,Area,Production_tons,Yield_tpha,Annual_Rainfall,Total_Rainfall,Fertilizer,Pesticide,Avg_Temp
North East India,Meghalaya,Sugarcane,Whole Year ,2010,68.0,180,2.35,3119.7,302.27,11295.48,16.32,25.189166666666665
North East India,Meghalaya,Sweet potato,Kharif     ,2010,4133.0,13241,3.584285714,3119.7,302.27,686532.63,991.92,25.189166666666665
North East India,Meghalaya,Tapioca,Kharif     ,2010,4180.0,21793,6.087142857,3119.7,302.27,694339.8,1003.2,25.189166666666665
North East India,Meghalaya,Tobacco,Rabi       ,2010,631.0,420,0.7475,3119.7,302.27,104815.41,151.44,25.189166666666665
North East India,Meghalaya,Turmeric,Whole Year ,2010,1928.0,10058,5.167142857,3119.7,302.27,320260.08,462.72,25.189166666666665
North East India,Meghalaya,Wheat,Rabi       ,2010,393.0,704,1.2475,3119.7,302.27,65281.23,94.32,25.189166666666665
Other,Puducherry,Arecanut,Kharif     ,2011,60.0,77,1.28,1434.5875,296.5299999999999,10051.2,19.8,24.710833333333326
Other,Puducherry,Bajra,Kharif     ,2011,11.0,29,2.64,1434.5875,296.5299999999999,1842.72,3.63,24.710833333333326
Other,Puducherry,Bajra,Summer     ,2011,20.0,51,2.55,1434.5875,296.5299999999999,3350.4,6.6,24.710833333333326
Other,Puducherry,Banana,Kharif     ,2011,266.0,3263,10.90333333,1434.5875,296.5299999999999,44560.32,87.78,24.710833333333326
Other,Puducherry,Black pepper,Kharif     ,2011,11.0,5,0.45,1434.5875,296.5299999999999,1842.72,3.63,24.710833333333326
Other,Puducherry,Cashewnut,Kharif     ,2011,159.0,50,0.466666667,1434.5875,296.5299999999999,26635.68,52.47,24.710833333333326
Other,Puducherry,Coconut ,Whole Year ,2011,2095.0,17313000,9838.6475,1434.5875,296.5299999999999,350954.4,691.35,24.710833333333326
Other,Puducherry,Cotton(lint),Summer     ,2011,8.0,8,1.0,1434.5875,296.5299999999999,1340.16,2.64,24.710833333333326
Other,Puducherry,Dry chillies,Kharif     ,2011,1.0,2,2.0,1434.5875,296.5299999999999,167.52,0.33,24.710833333333326
Other,Puducherry,Dry chillies,Summer     ,2011,1.0,2,2.0,1434.5875,296.5299999999999,167.52,0.33,24.710833333333326
Other,Puducherry,Groundnut,Kharif     ,2011,16.0,30,1.88,1434.5875,296.5299999999999,2680.32,5.28,24.710833333333326
Other,Puducherry,Groundnut,Rabi       ,2011,282.0,389,1.195,1434.5875,296.5299999999999,47240.64,93.06,24.710833333333326
Other,Puducherry,Groundnut,Summer     ,2011,21.0,38,1.47,1434.5875,296.5299999999999,3517.92,6.93,24.710833333333326
Other,Puducherry,Jowar,Summer     ,2011,1.0,2,2.0,1434.5875,296.5299999999999,167.52,0.33,24.710833333333326
Other,Puducherry,Moong(Green Gram),Kharif     ,2011,1.0,1,1.0,1434.5875,296.5299999999999,167.52,0.33,24.710833333333326
Other,Puducherry,Moong(Green Gram),Rabi       ,2011,3.0,1,0.25,1434.5875,296.5299999999999,502.56,0.99,24.710833333333326
Other,Puducherry,Moong(Green Gram),Summer     ,2011,1310.0,481,0.495,1434.5875,296.5299999999999,219451.2,432.3,24.710833333333326
Other,Puducherry,Onion,Rabi       ,2011,1.0,7,7.0,1434.5875,296.5299999999999,167.52,0.33,24.710833333333326
Other,Puducherry,Other  Rabi pulses,Rabi       ,2011,20.0,20,1.0,1434.5875,296.5299999999999,3350.4,6.6,24.710833333333326
Other,Puducherry,Other Kharif pulses,Kharif     ,2011,1.0,1,1.0,1434.5875,296.5299999999999,167.52,0.33,24.710833333333326
Other,Puducherry,Other Kharif pulses,Rabi       ,2011,20.0,20,1.0,1434.5875,296.5299999999999,3350.4,6.6,24.710833333333326
Other,Puducherry,Ragi,Kharif     ,2011,12.0,33,2.75,1434.5875,296.5299999999999,2010.24,3.96,24.710833333333326
Other,Puducherry,Ragi,Summer     ,2011,10.0,25,2.5,1434.5875,296.5299999999999,1675.2,3.3,24.710833333333326
Other,Puducherry,Rice,Kharif     ,2011,4237.0,12794,3.046666667,1434.5875,296.5299999999999,709782.24,1398.21,24.710833333333326
Other,Puducherry,Rice,Rabi       ,2011,10324.0,23489,2.856666667,1434.5875,296.5299999999999,1729476.48,3406.92,24.710833333333326
Other,Puducherry,Rice,Summer     ,2011,2015.0,5831,2.49,1434.5875,296.5299999999999,337552.8,664.95,24.710833333333326
Other,Puducherry,Sesamum,Kharif     ,2011,3.0,2,0.67,1434.5875,296.5299999999999,502.56,0.99,24.710833333333326
Other,Puducherry,Sesamum,Rabi       ,2011,6.0,4,0.67,1434.5875,296.5299999999999,1005.12,1.98,24.710833333333326
Other,Puducherry,Sesamum,Summer     ,2011,113.0,92,0.58,1434.5875,296.5299999999999,18929.76,37.29,24.710833333333326
Other,Puducherry,Sugarcane,Kharif     ,2011,1949.0,287785,147.66,1434.5875,296.5299999999999,326496.48,643.17,24.710833333333326
Other,Puducherry,Tapioca,Kharif     ,2011,245.0,6064,18.725,1434.5875,296.5299999999999,41042.4,80.85,24.710833333333326
Other,Puducherry,Tapioca,Rabi       ,2011,1.0,24,24.0,1434.5875,296.5299999999999,167.52,0.33,24.710833333333326
Other,Puducherry,Turmeric,Kharif     ,2011,2.0,3,1.5,1434.5875,296.5299999999999,335.04,0.66,24.710833333333326
Other,Puducherry,Turmeric,Rabi       ,2011,4.0,6,1.5,1434.5875,296.5299999999999,670.08,1.32,24.710833333333326
Other,Puducherry,Urad,Kharif     ,2011,15.0,12,0.8,1434.5875,296.5299999999999,2512.8,4.95,24.710833333333326
Other,Puducherry,Urad,Rabi       ,2011,224.0,242,0.83,1434.5875,296.5299999999999,37524.48,73.92,24.710833333333326
Other,Puducherry,Urad,Summer     ,2011,832.0,317,0.563333333,1434.5875,296.5299999999999,139376.64,274.56,24.710833333333326
North East India,Assam,Arecanut,Rabi       ,2011,68699.0,60075,0.878148148,1743.4,296.5299999999999,11508456.48,22670.67,24.710833333333326
North East India,Assam,Arhar/Tur,Kharif     ,2011,5697.0,4467,0.774074074,1743.4,296.5299999999999,954361.44,1880.01,24.710833333333326
North East India,Assam,Banana,Whole Year ,2011,47563.0,729102,14.98222222,1743.4,296.5299999999999,7967753.76,15695.79,24.710833333333326
North East India,Assam,Black pepper,Whole Year ,2011,3647.0,5198,1.597777778,1743.4,296.5299999999999,610945.44,1203.51,24.710833333333326
North East India,Assam,Castor seed,Kharif     ,2011,1024.0,538,0.515833333,1743.4,296.5299999999999,171540.48,337.92,24.710833333333326
North East India,Assam,Coconut ,Whole Year ,2011,20710.0,175613000,7299.402593,1743.4,296.5299999999999,3469339.2,6834.3,24.710833333333326
North East India,Assam,Cotton(lint),Kharif     ,2011,1230.0,581,0.595652174,1743.4,296.5299999999999,206049.6,405.9,24.710833333333326
North East India,Assam,Dry chillies,Whole Year ,2011,19526.0,12871,0.655185185,1743.4,296.5299999999999,3270995.52,6443.58,24.710833333333326
North East India,Assam,Ginger,Whole Year ,2011,16338.0,121369,7.513333333,1743.4,296.5299999999999,2736941.76,5391.54,24.710833333333326
North East India,Assam,Gram,Rabi       ,2011,1823.0,955,0.5328,1743.4,296.5299999999999,305388.96,601.59,24.710833333333326
North East India,Assam,Jute,Kharif     ,2011,65560.0,608023,9.125555556,1743.4,296.5299999999999,10982611.2,21634.8,24.710833333333326
North East India,Assam,Linseed,Rabi       ,2011,7037.0,3981,0.536086957,1743.4,296.5299999999999,1178838.24,2322.21,24.710833333333326
North East India,Assam,Maize,Kharif     ,2011,21297.0,17075,0.693333333,1743.4,296.5299999999999,3567673.44,7028.01,24.710833333333326
North East India,Assam,Masoor,Rabi       ,2011,22544.0,11798,0.526,1743.4,296.5299999999999,3776570.88,7439.52,24.710833333333326
North East India,Assam,Mesta,Kharif     ,2011,4877.0,27718,5.8716,1743.4,296.5299999999999,816995.04,1609.41,24.710833333333326
North East India,Assam,Moong(Green Gram),Rabi       ,2011,11512.0,6347,0.524074074,1743.4,296.5299999999999,1928490.24,3798.96,24.710833333333326
North East India,Assam,Niger seed,Kharif     ,2011,8423.0,4372,0.604347826,1743.4,296.5299999999999,1411020.96,2779.59,24.710833333333326
North East India,Assam,Onion,Whole Year ,2011,7372.0,22595,3.02962963,1743.4,296.5299999999999,1234957.44,2432.76,24.710833333333326
North East India,Assam,Peas & beans (Pulses),Rabi       ,2011,21151.0,13602,0.645925926,1743.4,296.5299999999999,3543215.52,6979.83,24.710833333333326
North East India,Assam,Potato,Whole Year ,2011,97816.0,682597,7.035925926,1743.4,296.5299999999999,16386136.32,32279.28,24.710833333333326
North East India,Assam,Rapeseed &Mustard,Rabi       ,2011,247949.0,138647,0.538888889,1743.4,296.5299999999999,41536416.48,81823.17,24.710833333333326
North East India,Assam,Rice,Autumn     ,2011,276486.0,338015,1.268518519,1743.4,296.5299999999999,46316934.72,91240.38,24.710833333333326
North East India,Assam,Rice,Summer     ,2011,393619.0,1080072,2.489615385,1743.4,296.5299999999999,65939054.88,129894.27,24.710833333333326
North East India,Assam,Rice,Winter     ,2011,1875601.0,3297591,1.797037037,1743.4,296.5299999999999,314200679.5,618948.33,24.710833333333326
North East India,Assam,Sesamum,Kharif     ,2011,11801.0,7957,0.594444444,1743.4,296.5299999999999,1976903.52,3894.33,24.710833333333326
North East India,Assam,Small millets,Kharif     ,2011,3991.0,2041,0.523913043,1743.4,296.5299999999999,668572.32,1317.03,24.710833333333326
North East India,Assam,Sugarcane,Whole Year ,2011,28404.0,1052514,37.69074074,1743.4,296.5299999999999,4758238.08,9373.32,24.710833333333326
North East India,Assam,Sweet potato,Whole Year ,2011,6558.0,25769,4.177777778,1743.4,296.5299999999999,1098596.16,2164.14,24.710833333333326
North East India,Assam,Tapioca,Whole Year ,2011,3875.0,28281,8.222307692,1743.4,296.5299999999999,649140.0,1278.75,24.710833333333326
North East India,Assam,Tobacco,Whole Year ,2011,341.0,186,0.631304348,1743.4,296.5299999999999,57124.32,112.53,24.710833333333326
North East India,Assam,Turmeric,Whole Year ,2011,15447.0,13442,0.864444444,1743.4,296.5299999999999,2587681.44,5097.51,24.710833333333326
North East India,Assam,Urad,Rabi       ,2011,53669.0,29832,0.565555556,1743.4,296.5299999999999,8990630.88,17710.77,24.710833333333326
North East India,Assam,Wheat,Rabi       ,2011,40194.0,48592,1.169615385,1743.4,296.5299999999999,6733298.88,13264.02,24.710833333333326
South India,Andhra Pradesh,Arecanut,Whole Year ,2011,562.0,275,0.296666667,861.9,296.5299999999999,94146.24,185.46,24.710833333333326
South India,Andhra Pradesh,Arhar/Tur,Kharif     ,2011,478657.0,144679,0.435454545,861.9,296.5299999999999,80184620.64,157956.81,24.710833333333326
South India,Andhra Pradesh,Arhar/Tur,Rabi       ,2011,2841.0,1409,0.455294118,861.9,296.5299999999999,475924.32,937.53,24.710833333333326
South India,Andhra Pradesh,Bajra,Kharif     ,2011,32415.0,47506,1.221764706,861.9,296.5299999999999,5430160.8,10696.95,24.710833333333326
South India,Andhra Pradesh,Bajra,Rabi       ,2011,10748.0,11138,1.235,861.9,296.5299999999999,1800504.96,3546.84,24.710833333333326
South India,Andhra Pradesh,Banana,Whole Year ,2011,62103.0,2308295,35.52157895,861.9,296.5299999999999,10403494.56,20493.99,24.710833333333326
South India,Andhra Pradesh,Cashewnut,Whole Year ,2011,137898.0,38894,0.351538462,861.9,296.5299999999999,23100672.96,45506.34,24.710833333333326
South India,Andhra Pradesh,Castor seed,Kharif     ,2011,253280.0,52509,0.402777778,861.9,296.5299999999999,42429465.6,83582.4,24.710833333333326
South India,Andhra Pradesh,Coconut ,Whole Year ,2011,103967.0,1430853709,12604.71833,861.9,296.5299999999999,17416551.84,34309.11,24.710833333333326
South India,Andhra Pradesh,Coriander,Whole Year ,2011,12821.0,7427,0.6025,861.9,296.5299999999999,2147773.92,4230.93,24.710833333333326
South India,Andhra Pradesh,Cotton(lint),Kharif     ,2011,2062999.0,3181907,1.548181818,861.9,296.5299999999999,345593592.5,680789.67,24.710833333333326
South India,Andhra Pradesh,Cowpea(Lobia),Kharif     ,2011,4718.0,1119,0.225,861.9,296.5299999999999,790359.36,1556.94,24.710833333333326
South India,Andhra Pradesh,Cowpea(Lobia),Rabi       ,2011,15567.0,12408,0.801764706,861.9,296.5299999999999,2607783.84,5137.11,24.710833333333326
South India,Andhra Pradesh,Dry chillies,Kharif     ,2011,201013.0,631557,2.798,861.9,296.5299999999999,33673697.76,66334.29,24.710833333333326
South India,Andhra Pradesh,Dry chillies,Rabi       ,2011,47251.0,172647,3.100909091,861.9,296.5299999999999,7915487.52,15592.83,24.710833333333326
South India,Andhra Pradesh,Garlic,Whole Year ,2011,429.0,930,2.136,861.9,296.5299999999999,71866.08,141.57,24.710833333333326
South India,Andhra Pradesh,Ginger,Whole Year ,2011,2369.0,21883,8.742222222,861.9,296.5299999999999,396854.88,781.77,24.710833333333326
South India,Andhra Pradesh,Gram,Rabi       ,2011,564754.0,519918,1.1105,861.9,296.5299999999999,94607590.08,186368.82,24.710833333333326
South India,Andhra Pradesh,Groundnut,Kharif     ,2011,1056654.0,381759,1.129047619,861.9,296.5299999999999,177010678.1,348695.82,24.710833333333326
South India,Andhra Pradesh,Groundnut,Rabi       ,2011,250382.0,462862,2.021363636,861.9,296.5299999999999,41943992.64,82626.06,24.710833333333326
South India,Andhra Pradesh,Horse-gram,Kharif     ,2011,5878.0,2699,0.375,861.9,296.5299999999999,984682.56,1939.74,24.710833333333326
South India,Andhra Pradesh,Horse-gram,Rabi       ,2011,24983.0,10520,0.345,861.9,296.5299999999999,4185152.16,8244.39,24.710833333333326
South India,Andhra Pradesh,Jowar,Kharif     ,2011,103263.0,153600,1.584736842,861.9,296.5299999999999,17298617.76,34076.79,24.710833333333326
South India,Andhra Pradesh,Jowar,Rabi       ,2011,173335.0,342633,2.3115,861.9,296.5299999999999,29037079.2,57200.55,24.710833333333326
South India,Andhra Pradesh,Linseed,Rabi       ,2011,744.0,158,0.2,861.9,296.5299999999999,124634.88,245.52,24.710833333333326
South India,Andhra Pradesh,Maize,Kharif     ,2011,530919.0,1492303,3.427727273,861.9,296.5299999999999,88939550.88,175203.27,24.710833333333326
South India,Andhra Pradesh,Maize,Rabi       ,2011,332805.0,2163376,6.432272727,861.9,296.5299999999999,55751493.6,109825.65,24.710833333333326
South India,Andhra Pradesh,Mesta,Kharif     ,2011,25760.0,199619,5.77625,861.9,296.5299999999999,4315315.2,8500.8,24.710833333333326
South India,Andhra Pradesh,Moong(Green Gram),Kharif     ,2011,152088.0,82507,0.537727273,861.9,296.5299999999999,25477781.76,50189.04,24.710833333333326
South India,Andhra Pradesh,Moong(Green Gram),Rabi       ,2011,131376.0,79912,0.6295,861.9,296.5299999999999,22008107.52,43354.08,24.710833333333326
South India,Andhra Pradesh,Niger seed,Kharif     ,2011,6880.0,2558,0.28,861.9,296.5299999999999,1152537.6,2270.4,24.710833333333326
South India,Andhra Pradesh,Onion,Kharif     ,2011,39613.0,554878,13.41823529,861.9,296.5299999999999,6635969.76,13072.29,24.710833333333326
South India,Andhra Pradesh,Onion,Rabi       ,2011,17378.0,444871,24.52894737,861.9,296.5299999999999,2911162.56,5734.74,24.710833333333326
South India,Andhra Pradesh,Other  Rabi pulses,Rabi       ,2011,5856.0,4569,0.625,861.9,296.5299999999999,980997.12,1932.48,24.710833333333326
South India,Andhra Pradesh,Other Kharif pulses,Kharif     ,2011,3459.0,1459,0.487142857,861.9,296.5299999999999,579451.68,1141.47,24.710833333333326
South India,Andhra Pradesh,Potato,Whole Year ,2011,6057.0,60802,10.52428571,861.9,296.5299999999999,1014668.64,1998.81,24.710833333333326
South India,Andhra Pradesh,Ragi,Kharif     ,2011,37057.0,31267,0.993846154,861.9,296.5299999999999,6207788.64,12228.81,24.710833333333326
South India,Andhra Pradesh,Ragi,Rabi       ,2011,5379.0,9505,1.690909091,861.9,296.5299999999999,901090.08,1775.07,24.710833333333326
South India,Andhra Pradesh,Rapeseed &Mustard,Rabi       ,2011,6617.0,16183,2.444285714,861.9,296.5299999999999,1108479.84,2183.61,24.710833333333326
South India,Andhra Pradesh,Rice,Kharif     ,2011,2873949.0,8563334,2.909090909,861.9,296.5299999999999,481443936.5,948403.17,24.710833333333326
South India,Andhra Pradesh,Rice,Rabi       ,2011,1221899.0,4328458,3.031818182,861.9,296.5299999999999,204692520.5,403226.67,24.710833333333326
South India,Andhra Pradesh,Safflower,Rabi       ,2011,10080.0,7508,0.73125,861.9,296.5299999999999,1688601.6,3326.4,24.710833333333326
South India,Andhra Pradesh,Sesamum,Kharif     ,2011,33178.0,7939,0.270526316,861.9,296.5299999999999,5557978.56,10948.74,24.710833333333326
South India,Andhra Pradesh,Sesamum,Rabi       ,2011,39315.0,12144,0.312105263,861.9,296.5299999999999,6586048.8,12973.95,24.710833333333326
South India,Andhra Pradesh,Small millets,Kharif     ,2011,27150.0,17001,0.723636364,861.9,296.5299999999999,4548168.0,8959.5,24.710833333333326
South India,Andhra Pradesh,Small millets,Rabi       ,2011,1841.0,1519,0.745,861.9,296.5299999999999,308404.32,607.53,24.710833333333326
South India,Andhra Pradesh,Soyabean,Kharif     ,2011,130488.0,210812,1.570769231,861.9,296.5299999999999,21859349.76,43061.04,24.710833333333326
South India,Andhra Pradesh,Sugarcane,Whole Year ,2011,204038.0,16688857,86.0155,861.9,296.5299999999999,34180445.76,67332.54,24.710833333333326
South India,Andhra Pradesh,Sunflower,Whole Year ,2011,157535.0,123565,0.978181818,861.9,296.5299999999999,26390263.2,51986.55,24.710833333333326
South India,Andhra Pradesh,Sweet potato,Whole Year ,2011,980.0,12599,12.91733333,861.9,296.5299999999999,164169.6,323.4,24.710833333333326
South India,Andhra Pradesh,Tapioca,Whole Year ,2011,12793.0,127953,9.755,861.9,296.5299999999999,2143083.36,4221.69,24.710833333333326
South India,Andhra Pradesh,Tobacco,Whole Year ,2011,213472.0,766816,4.583953488,861.9,296.5299999999999,35760829.44,70445.76,24.710833333333326
South India,Andhra Pradesh,Urad,Kharif     ,2011,62571.0,40360,0.598095238,861.9,296.5299999999999,10481893.92,20648.43,24.710833333333326
South India,Andhra Pradesh,Urad,Rabi       ,2011,477139.0,327400,0.5575,861.9,296.5299999999999,79930325.28,157455.87,24.710833333333326
South India,Andhra Pradesh,Wheat,Rabi       ,2011,8255.0,10914,1.306666667,861.9,296.5299999999999,1382877.6,2724.15,24.710833333333326
South India,Andhra Pradesh,other oilseeds,Kharif     ,2011,49216.0,1050821,18.69818182,861.9,296.5299999999999,8244664.32,16241.28,24.710833333333326
South India,Andhra Pradesh,other oilseeds,Rabi       ,2011,6967.0,4422,5.8575,861.9,296.5299999999999,1167111.84,2299.11,24.710833333333326
South India,Karnataka,Arecanut,Whole Year ,2011,216168.0,1750573,8.221904762,1178.986364,296.5299999999999,36212463.36,71335.44,24.710833333333326
South India,Karnataka,Arhar/Tur,Kharif     ,2011,767419.0,351611,0.52,1178.986364,296.5299999999999,128558030.9,253248.27,24.710833333333326
South India,Karnataka,Bajra,Kharif     ,2011,281701.0,256072,0.802352941,1178.986364,296.5299999999999,47190551.52,92961.33,24.710833333333326
South India,Karnataka,Bajra,Rabi       ,2011,1350.0,1225,0.98,1178.986364,296.5299999999999,226152.0,445.5,24.710833333333326
South India,Karnataka,Bajra,Summer     ,2011,3193.0,3328,1.013333333,1178.986364,296.5299999999999,534891.36,1053.69,24.710833333333326
South India,Karnataka,Banana,Whole Year ,2011,69256.0,1730522,25.06172414,1178.986364,296.5299999999999,11601765.12,22854.48,24.710833333333326
South India,Karnataka,Black pepper,Whole Year ,2011,21701.0,6148,0.296923077,1178.986364,296.5299999999999,3635351.52,7161.33,24.710833333333326
South India,Karnataka,Cardamom,Whole Year ,2011,19363.0,1583,0.093333333,1178.986364,296.5299999999999,3243689.76,6389.79,24.710833333333326
South India,Karnataka,Cashewnut,Whole Year ,2011,63165.0,50584,0.864090909,1178.986364,296.5299999999999,10581400.8,20844.45,24.710833333333326
South India,Karnataka,Castor seed,Kharif     ,2011,16282.0,13651,0.857916667,1178.986364,296.5299999999999,2727560.64,5373.06,24.710833333333326
South India,Karnataka,Coconut ,Whole Year ,2011,443753.0,4411600000,9984.488333,1178.986364,296.5299999999999,74337502.56,146438.49,24.710833333333326
South India,Karnataka,Coriander,Whole Year ,2011,3042.0,1236,0.406,1178.986364,296.5299999999999,509595.84,1003.86,24.710833333333326
South India,Karnataka,Cotton(lint),Kharif     ,2011,498264.0,1151643,2.251818182,1178.986364,296.5299999999999,83469185.28,164427.12,24.710833333333326
South India,Karnataka,Cotton(lint),Rabi       ,2011,71476.0,50923,1.402857143,1178.986364,296.5299999999999,11973659.52,23587.08,24.710833333333326
South India,Karnataka,Cowpea(Lobia),Kharif     ,2011,68089.0,35959,0.55,1178.986364,296.5299999999999,11406269.28,22469.37,24.710833333333326
South India,Karnataka,Cowpea(Lobia),Rabi       ,2011,20294.0,7158,0.353571429,1178.986364,296.5299999999999,3399650.88,6697.02,24.710833333333326
South India,Karnataka,Dry chillies,Kharif     ,2011,88218.0,71254,0.973448276,1178.986364,296.5299999999999,14778279.36,29111.94,24.710833333333326
South India,Karnataka,Dry chillies,Rabi       ,2011,6537.0,15414,2.375714286,1178.986364,296.5299999999999,1095078.24,2157.21,24.710833333333326
South India,Karnataka,Dry chillies,Summer     ,2011,5662.0,19828,3.4856,1178.986364,296.5299999999999,948498.24,1868.46,24.710833333333326
South India,Karnataka,Garlic,Whole Year ,2011,5100.0,6365,1.326666667,1178.986364,296.5299999999999,854352.0,1683.0,24.710833333333326
South India,Karnataka,Ginger,Whole Year ,2011,29388.0,93513,3.161666667,1178.986364,296.5299999999999,4923077.76,9698.04,24.710833333333326
South India,Karnataka,Gram,Rabi       ,2011,802666.0,358478,0.4464,1178.986364,296.5299999999999,134462608.3,264879.78,24.710833333333326
South India,Karnataka,Groundnut,Kharif     ,2011,509848.0,295650,0.694444444,1178.986364,296.5299999999999,85409736.96,168249.84,24.710833333333326
South India,Karnataka,Groundnut,Rabi       ,2011,167796.0,141687,0.968928571,1178.986364,296.5299999999999,28109185.92,55372.68,24.710833333333326
South India,Karnataka,Horse-gram,Kharif     ,2011,65620.0,35860,0.581538462,1178.986364,296.5299999999999,10992662.4,21654.6,24.710833333333326
South India,Karnataka,Horse-gram,Rabi       ,2011,113665.0,57234,0.464285714,1178.986364,296.5299999999999,19041160.8,37509.45,24.710833333333326
South India,Karnataka,Jowar,Kharif     ,2011,188170.0,277346,1.361428571,1178.986364,296.5299999999999,31522238.4,62096.1,24.710833333333326
South India,Karnataka,Jowar,Rabi       ,2011,934836.0,714847,0.805882353,1178.986364,296.5299999999999,156603726.7,308495.88,24.710833333333326
South India,Karnataka,Jowar,Summer     ,2011,10517.0,19242,1.832307692,1178.986364,296.5299999999999,1761807.84,3470.61,24.710833333333326
South India,Karnataka,Linseed,Rabi       ,2011,8522.0,2085,0.29,1178.986364,296.5299999999999,1427605.44,2812.26,24.710833333333326
South India,Karnataka,Maize,Kharif     ,2011,1206528.0,3433881,2.855357143,1178.986364,296.5299999999999,202117570.6,398154.24,24.710833333333326
South India,Karnataka,Maize,Rabi       ,2011,111362.0,347253,3.0375,1178.986364,296.5299999999999,18655362.24,36749.46,24.710833333333326
South India,Karnataka,Maize,Summer     ,2011,31494.0,106783,3.159655172,1178.986364,296.5299999999999,5275874.88,10393.02,24.710833333333326
South India,Karnataka,Mesta,Whole Year ,2011,825.0,1028,1.202857143,1178.986364,296.5299999999999,138204.0,272.25,24.710833333333326
South India,Karnataka,Moong(Green Gram),Kharif     ,2011,283536.0,72069,0.259166667,1178.986364,296.5299999999999,47497950.72,93566.88,24.710833333333326
South India,Karnataka,Moong(Green Gram),Rabi       ,2011,8723.0,2915,0.337647059,1178.986364,296.5299999999999,1461276.96,2878.59,24.710833333333326
South India,Karnataka,Niger seed,Kharif     ,2011,18547.0,5042,0.268846154,1178.986364,296.5299999999999,3106993.44,6120.51,24.710833333333326
South India,Karnataka,Onion,Kharif     ,2011,136540.0,674001,5.5184,1178.986364,296.5299999999999,22873180.8,45058.2,24.710833333333326
South India,Karnataka,Onion,Rabi       ,2011,13695.0,108989,8.495454545,1178.986364,296.5299999999999,2294186.4,4519.35,24.710833333333326
South India,Karnataka,Onion,Summer     ,2011,3572.0,21998,6.214285714,1178.986364,296.5299999999999,598381.44,1178.76,24.710833333333326
South India,Karnataka,Other  Rabi pulses,Rabi       ,2011,9968.0,8479,0.808888889,1178.986364,296.5299999999999,1669839.36,3289.44,24.710833333333326
South India,Karnataka,Other Kharif pulses,Kharif     ,2011,67383.0,65344,0.879230769,1178.986364,296.5299999999999,11288000.16,22236.39,24.710833333333326
South India,Karnataka,Peas & beans (Pulses),Kharif     ,2011,3589.0,31982,8.606666667,1178.986364,296.5299999999999,601229.28,1184.37,24.710833333333326
South India,Karnataka,Peas & beans (Pulses),Rabi       ,2011,1321.0,9710,7.387647059,1178.986364,296.5299999999999,221293.92,435.93,24.710833333333326
South India,Karnataka,Peas & beans (Pulses),Summer     ,2011,1345.0,12183,8.729333333,1178.986364,296.5299999999999,225314.4,443.85,24.710833333333326
South India,Karnataka,Potato,Kharif     ,2011,30868.0,255098,8.90875,1178.986364,296.5299999999999,5171007.36,10186.44,24.710833333333326
South India,Karnataka,Potato,Rabi       ,2011,6763.0,82152,12.50666667,1178.986364,296.5299999999999,1132937.76,2231.79,24.710833333333326
South India,Karnataka,Potato,Summer     ,2011,737.0,10633,14.4325,1178.986364,296.5299999999999,123462.24,243.21,24.710833333333326
South India,Karnataka,Ragi,Kharif     ,2011,638473.0,1086824,1.47,1178.986364,296.5299999999999,106956997.0,210696.09,24.710833333333326
South India,Karnataka,Ragi,Rabi       ,2011,33850.0,50937,1.75125,1178.986364,296.5299999999999,5670552.0,11170.5,24.710833333333326
South India,Karnataka,Ragi,Summer     ,2011,7608.0,14649,1.932142857,1178.986364,296.5299999999999,1274492.16,2510.64,24.710833333333326
South India,Karnataka,Rapeseed &Mustard,Rabi       ,2011,4209.0,1204,0.295,1178.986364,296.5299999999999,705091.68,1388.97,24.710833333333326
South India,Karnataka,Rice,Kharif     ,2011,1117720.0,3218289,2.702666667,1178.986364,296.5299999999999,187240454.4,368847.6,24.710833333333326
South India,Karnataka,Rice,Rabi       ,2011,43192.0,94196,2.378181818,1178.986364,296.5299999999999,7235523.84,14253.36,24.710833333333326
South India,Karnataka,Rice,Summer     ,2011,255223.0,869134,2.931428571,1178.986364,296.5299999999999,42754956.96,84223.59,24.710833333333326
South India,Karnataka,Safflower,Rabi       ,2011,55288.0,34047,0.586875,1178.986364,296.5299999999999,9261845.76,18245.04,24.710833333333326
South India,Karnataka,Sannhamp,Whole Year ,2011,42.0,10,0.225,1178.986364,296.5299999999999,7035.84,13.86,24.710833333333326
South India,Karnataka,Sesamum,Kharif     ,2011,60680.0,30545,0.453214286,1178.986364,296.5299999999999,10165113.6,20024.4,24.710833333333326
South India,Karnataka,Small millets,Kharif     ,2011,23174.0,12622,0.4965,1178.986364,296.5299999999999,3882108.48,7647.42,24.710833333333326
South India,Karnataka,Soyabean,Kharif     ,2011,190973.0,192764,0.8975,1178.986364,296.5299999999999,31991796.96,63021.09,24.710833333333326
South India,Karnataka,Sugarcane,Whole Year ,2011,431405.0,39470478,89.37346154,1178.986364,296.5299999999999,72268965.6,142363.65,24.710833333333326
South India,Karnataka,Sunflower,Kharif     ,2011,190774.0,82494,0.50625,1178.986364,296.5299999999999,31958460.48,62955.42,24.710833333333326
South India,Karnataka,Sunflower,Rabi       ,2011,172011.0,65833,0.581818182,1178.986364,296.5299999999999,28815282.72,56763.63,24.710833333333326
South India,Karnataka,Sunflower,Summer     ,2011,18482.0,18869,1.035,1178.986364,296.5299999999999,3096104.64,6099.06,24.710833333333326
